781	http://dbpedia.org/resource/Stealing_Beauty
1799	http://dbpedia.org/resource/Suicide_Kings
521	http://dbpedia.org/resource/Romeo_Is_Bleeding
3596	http://dbpedia.org/resource/Screwed_(2000_film)
3682	http://dbpedia.org/resource/Magnum_Force
2635	http://dbpedia.org/resource/The_Mummy's_Curse
1590	http://dbpedia.org/resource/Event_Horizon_(film)
116	http://dbpedia.org/resource/Anne_Frank_Remembered
3719	http://dbpedia.org/resource/Love's_Labour's_Lost_(2000_film)
3811	http://dbpedia.org/resource/Breaker_Morant_(film)
3801	http://dbpedia.org/resource/Anatomy_of_a_Murder
2173	http://dbpedia.org/resource/The_Navigator:_A_Medieval_Odyssey
2908	http://dbpedia.org/resource/Boys_Don't_Cry_(film)
2816	http://dbpedia.org/resource/Iron_Eagle_II
2243	http://dbpedia.org/resource/Broadcast_News_(film)
3553	http://dbpedia.org/resource/Gossip_(2000_American_film)
3344	http://dbpedia.org/resource/Blood_Feast_(1972_film)
2095	http://dbpedia.org/resource/The_Shaggy_D.A.
2	http://dbpedia.org/resource/Jumanji
2950	http://dbpedia.org/resource/Blue_Lagoon:_The_Awakening
1705	http://dbpedia.org/resource/Guy_(film)
785	http://dbpedia.org/resource/Kingpin
3861	http://dbpedia.org/resource/The_Replacements_(film)
3942	http://dbpedia.org/resource/Sorority_House_Massacre_II
2005	http://dbpedia.org/resource/The_Goonies
2636	http://dbpedia.org/resource/The_Mummy's_Ghost
834	http://dbpedia.org/resource/Phat_Beach
392	http://dbpedia.org/resource/The_Secret_Adventures_of_Tom_Thumb
117	http://dbpedia.org/resource/The_Young_Poisoner's_Handbook
162	http://dbpedia.org/resource/Crumb_(film)
2263	http://dbpedia.org/resource/The_Seventh_Sign
3802	http://dbpedia.org/resource/Freejack
2682	http://dbpedia.org/resource/Limbo_(1999_film)
1727	http://dbpedia.org/resource/The_Horse_Whisperer_(film)
2244	http://dbpedia.org/resource/The_Allnighter_(film)
3218	http://dbpedia.org/resource/Poison_(film)
3812	http://dbpedia.org/resource/Everything_You_Always_Wanted_to_Know_About_Sex*_(*But_Were_Afraid_to_Ask)
3943	http://dbpedia.org/resource/Bamboozled
692	http://dbpedia.org/resource/Solo_(1996_film)
2521	http://dbpedia.org/resource/Airport_1975
3548	http://dbpedia.org/resource/Auntie_Mame_(film)
934	http://dbpedia.org/resource/Father_of_the_Bride_(1950_film)
3	http://dbpedia.org/resource/Grumpier_Old_Men
2245	http://dbpedia.org/resource/Working_Girl
3094	http://dbpedia.org/resource/Maurice_(film)
1577	http://dbpedia.org/resource/Mondo_cane
2174	http://dbpedia.org/resource/Beetlejuice
1445	http://dbpedia.org/resource/McHale's_Navy_(1997_film)
1707	http://dbpedia.org/resource/Home_Alone_3
1921	http://dbpedia.org/resource/Pi_(film)
522	http://dbpedia.org/resource/Romper_Stomper
2000	http://dbpedia.org/resource/Lethal_Weapon
3345	http://dbpedia.org/resource/Charlie,_the_Lonesome_Cougar
2134	http://dbpedia.org/resource/Weird_Science_(film)
3549	http://dbpedia.org/resource/Guys_and_Dolls_(film)
552	http://dbpedia.org/resource/The_Three_Musketeers_(1993_film)
1728	http://dbpedia.org/resource/The_Winter_Guest
3944	http://dbpedia.org/resource/Bootmen
2951	http://dbpedia.org/resource/A_Fistful_of_Dollars
1178	http://dbpedia.org/resource/Paths_of_Glory
2763	http://dbpedia.org/resource/The_Thomas_Crown_Affair_(1999_film)
2817	http://dbpedia.org/resource/Aces:_Iron_Eagle_III
3813	http://dbpedia.org/resource/Interiors
118	http://dbpedia.org/resource/If_Lucy_Fell
3862	http://dbpedia.org/resource/About_Adam
2522	http://dbpedia.org/resource/Airport_'77
2246	http://dbpedia.org/resource/Stars_and_bars
2683	http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me
3037	http://dbpedia.org/resource/Little_Big_Man_(film)
517	http://dbpedia.org/resource/Rising_Sun_(film)
1483	http://dbpedia.org/resource/Crash_(1996_film)
1446	http://dbpedia.org/resource/Kolya
2520	http://dbpedia.org/resource/Airport_(1970_film)
3462	http://dbpedia.org/resource/Modern_Times_(film)
523	http://dbpedia.org/resource/Ruby_in_Paradise
2247	http://dbpedia.org/resource/Married_to_the_Mob
2024	http://dbpedia.org/resource/Rapture_(1965_film)
3683	http://dbpedia.org/resource/Blood_Simple
119	http://dbpedia.org/resource/Steal_Big_Steal_Little
2310	http://dbpedia.org/resource/The_Mighty
1729	http://dbpedia.org/resource/Jackie_Brown_(film)
388	http://dbpedia.org/resource/Boys_Life_(film)
2555	http://dbpedia.org/resource/Baby_Geniuses
3424	http://dbpedia.org/resource/Do_the_Right_Thing
1623	http://dbpedia.org/resource/Wishmaster_(film)
3945	http://dbpedia.org/resource/Digimon:_The_Movie
3038	http://dbpedia.org/resource/A_Face_in_the_Crowd_(film)
3219	http://dbpedia.org/resource/Pacific_Heights_(film)
1434	http://dbpedia.org/resource/The_Stranger_(1995_film)
3555	http://dbpedia.org/resource/U-571_(film)
3346	http://dbpedia.org/resource/Color_Me_Blood_Red
251	http://dbpedia.org/resource/Hunted_(film)
1876	http://dbpedia.org/resource/Deep_Impact_(film)
2248	http://dbpedia.org/resource/Say_Anything...
2779	http://dbpedia.org/resource/Heaven_Can_Wait_(1978_film)
1350	http://dbpedia.org/resource/The_Omen
120	http://dbpedia.org/resource/Race_the_Sun
3166	http://dbpedia.org/resource/Brenda_Starr_(film)
935	http://dbpedia.org/resource/The_Band_Wagon
2001	http://dbpedia.org/resource/Lethal_Weapon_2
1046	http://dbpedia.org/resource/Beautiful_Thing_(film)
1015	http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey
2818	http://dbpedia.org/resource/Iron_Eagle_on_the_Attack
3425	http://dbpedia.org/resource/Mo'_Better_Blues
1484	http://dbpedia.org/resource/The_Daytrippers
913	http://dbpedia.org/resource/The_Maltese_Falcon_(1941_film)
1730	http://dbpedia.org/resource/Kundun
782	http://dbpedia.org/resource/The_Fan_(1996_film)
440	http://dbpedia.org/resource/Dave_(film)
1447	http://dbpedia.org/resource/Gridlock'd
2096	http://dbpedia.org/resource/Sleeping_Beauty_(1959_film)
1217	http://dbpedia.org/resource/Ran_(film)
2264	http://dbpedia.org/resource/We're_No_Angels_(1989_film)
121	http://dbpedia.org/resource/The_Boys_of_St._Vincent
299	http://dbpedia.org/resource/Priest_(1994_film)
3556	http://dbpedia.org/resource/The_Virgin_Suicides_(film)
1579	http://dbpedia.org/resource/For_Ever_Mozart
2953	http://dbpedia.org/resource/Home_Alone_2:_Lost_in_New_York
2135	http://dbpedia.org/resource/Doctor_Dolittle_(film)
518	http://dbpedia.org/resource/The_Road_to_Wellville_(film)
936	http://dbpedia.org/resource/Ninotchka
1731	http://dbpedia.org/resource/Mr._Magoo_(film)
3803	http://dbpedia.org/resource/Greaser's_Palace
2437	http://dbpedia.org/resource/Wilde_(film)
2392	http://dbpedia.org/resource/Jack_Frost_(1998_film)
2819	http://dbpedia.org/resource/Three_Days_of_the_Condor
2002	http://dbpedia.org/resource/Lethal_Weapon_3
3039	http://dbpedia.org/resource/Trading_Places
390	http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill!
2556	http://dbpedia.org/resource/Telling_You
1591	http://dbpedia.org/resource/Spawn_(film)
1711	http://dbpedia.org/resource/Midnight_in_the_Garden_of_Good_and_Evil_(film)
3347	http://dbpedia.org/resource/Never_Cry_Wolf_(film)
3167	http://dbpedia.org/resource/Carnal_Knowledge
914	http://dbpedia.org/resource/My_Fair_Lady_(film)
1624	http://dbpedia.org/resource/A_Thousand_Acres_(film)
1047	http://dbpedia.org/resource/The_Long_Kiss_Goodnight
519	http://dbpedia.org/resource/RoboCop_3
3295	http://dbpedia.org/resource/Raining_Stones
300	http://dbpedia.org/resource/Quiz_Show_(film)
1437	http://dbpedia.org/resource/The_Cement_Garden_(film)
3557	http://dbpedia.org/resource/Jennifer_8
1801	http://dbpedia.org/resource/The_Man_in_the_Iron_Mask_(1998_film)
2097	http://dbpedia.org/resource/Something_Wicked_This_Way_Comes_(film)
524	http://dbpedia.org/resource/Rudy_(film)
441	http://dbpedia.org/resource/Dazed_and_Confused
391	http://dbpedia.org/resource/Jason's_Lyric
3426	http://dbpedia.org/resource/Jungle_Fever
554	http://dbpedia.org/resource/Trial_by_Jury_(film)
1732	http://dbpedia.org/resource/The_Big_Lebowski
3804	http://dbpedia.org/resource/H.O.T.S.
2438	http://dbpedia.org/resource/Outside_Ozona
3168	http://dbpedia.org/resource/Easy_Rider
1713	http://dbpedia.org/resource/MouseHunt_(film)
3348	http://dbpedia.org/resource/Night_Visitor
1449	http://dbpedia.org/resource/Waiting_for_Guffman
