1735	http://www.wikidata.org/entity/Q657259
534	http://www.wikidata.org/entity/Q1403132
328	http://www.wikidata.org/entity/Q1591769
3590	http://www.wikidata.org/entity/Q1553779
2032	http://www.wikidata.org/entity/Q780533
143	http://www.wikidata.org/entity/Q1249161
135	http://www.wikidata.org/entity/Q1567203
3209	http://www.wikidata.org/entity/Q3772043
3691	http://www.wikidata.org/entity/Q44085
1275	http://www.wikidata.org/entity/Q156539
2872	http://www.wikidata.org/entity/Q206461
2379	http://www.wikidata.org/entity/Q589896
3625	http://www.wikidata.org/entity/Q4898501
454	http://www.wikidata.org/entity/Q821692
1927	http://www.wikidata.org/entity/Q272599
1657	http://www.wikidata.org/entity/Q112635
1992	http://www.wikidata.org/entity/Q1089281
1846	http://www.wikidata.org/entity/Q1518031
897	http://www.wikidata.org/entity/Q515572
2038	http://www.wikidata.org/entity/Q1213779
2757	http://www.wikidata.org/entity/Q1440778
3619	http://www.wikidata.org/entity/Q7739998
3508	http://www.wikidata.org/entity/Q477630
902	http://www.wikidata.org/entity/Q193066
1503	http://www.wikidata.org/entity/Q2478733
2280	http://www.wikidata.org/entity/Q1099203
3174	http://www.wikidata.org/entity/Q1125282
1617	http://www.wikidata.org/entity/Q339876
3487	http://www.wikidata.org/entity/Q1324120
1262	http://www.wikidata.org/entity/Q110354
1949	http://www.wikidata.org/entity/Q218999
275	http://www.wikidata.org/entity/Q3859618
486	http://www.wikidata.org/entity/Q839265
2411	http://www.wikidata.org/entity/Q387638
568	http://www.wikidata.org/entity/Q2716876
3261	http://www.wikidata.org/entity/Q282041
2122	http://www.wikidata.org/entity/Q467953
3184	http://www.wikidata.org/entity/Q547863
1782	http://www.wikidata.org/entity/Q6649585
1644	http://www.wikidata.org/entity/Q302174
2949	http://www.wikidata.org/entity/Q102754
2791	http://www.wikidata.org/entity/Q497256
1886	http://www.wikidata.org/entity/Q4072742
3464	http://www.wikidata.org/entity/Q1476246
2921	http://www.wikidata.org/entity/Q906705
2265	http://www.wikidata.org/entity/Q646269
2384	http://www.wikidata.org/entity/Q690892
2000	http://www.wikidata.org/entity/Q462447
3589	http://www.wikidata.org/entity/Q1094366
457	http://www.wikidata.org/entity/Q156309
1748	http://www.wikidata.org/entity/Q1127281
1822	http://www.wikidata.org/entity/Q2043529
3038	http://www.wikidata.org/entity/Q497924
3920	http://www.wikidata.org/entity/Q657477
2431	http://www.wikidata.org/entity/Q782822
3138	http://www.wikidata.org/entity/Q1736594
2814	http://www.wikidata.org/entity/Q163872
3310	http://www.wikidata.org/entity/Q374172
1391	http://www.wikidata.org/entity/Q271690
2227	http://www.wikidata.org/entity/Q5370580
1582	http://www.wikidata.org/entity/Q221982
2245	http://www.wikidata.org/entity/Q126183
846	http://www.wikidata.org/entity/Q3269372
1232	http://www.wikidata.org/entity/Q200437
1000	http://www.wikidata.org/entity/Q961100
2278	http://www.wikidata.org/entity/Q751401
804	http://www.wikidata.org/entity/Q7491909
2149	http://www.wikidata.org/entity/Q2517390
2548	http://www.wikidata.org/entity/Q532461
1472	http://www.wikidata.org/entity/Q496113
2043	http://www.wikidata.org/entity/Q1168073
301	http://www.wikidata.org/entity/Q837939
3317	http://www.wikidata.org/entity/Q168862
3646	http://www.wikidata.org/entity/Q859084
2570	http://www.wikidata.org/entity/Q2604363
3202	http://www.wikidata.org/entity/Q688329
312	http://www.wikidata.org/entity/Q7627071
3461	http://www.wikidata.org/entity/Q386245
3698	http://www.wikidata.org/entity/Q3222253
2371	http://www.wikidata.org/entity/Q1428153
194	http://www.wikidata.org/entity/Q653447
914	http://www.wikidata.org/entity/Q201215
1214	http://www.wikidata.org/entity/Q103569
2496	http://www.wikidata.org/entity/Q678306
3865	http://www.wikidata.org/entity/Q3988576
2041	http://www.wikidata.org/entity/Q1124617
1111	http://www.wikidata.org/entity/Q675044
2569	http://www.wikidata.org/entity/Q4747537
1912	http://www.wikidata.org/entity/Q7111613
3940	http://www.wikidata.org/entity/Q1961886
3303	http://www.wikidata.org/entity/Q4921990
3185	http://www.wikidata.org/entity/Q582147
605	http://www.wikidata.org/entity/Q743487
3718	http://www.wikidata.org/entity/Q4744682
218	http://www.wikidata.org/entity/Q620099
2358	http://www.wikidata.org/entity/Q212493
1651	http://www.wikidata.org/entity/Q2276038
3623	http://www.wikidata.org/entity/Q505790
324	http://www.wikidata.org/entity/Q1518910
3781	http://www.wikidata.org/entity/Q596358
3410	http://www.wikidata.org/entity/Q7553895
12	http://www.wikidata.org/entity/Q1254469
2366	http://www.wikidata.org/entity/Q309048
2430	http://www.wikidata.org/entity/Q1640553
2850	http://www.wikidata.org/entity/Q1141177
3363	http://www.wikidata.org/entity/Q375855
2071	http://www.wikidata.org/entity/Q426393
1456	http://www.wikidata.org/entity/Q3376280
3100	http://www.wikidata.org/entity/Q581906
1376	http://www.wikidata.org/entity/Q471842
2301	http://www.wikidata.org/entity/Q1471230
47	http://www.wikidata.org/entity/Q190908
1129	http://www.wikidata.org/entity/Q403033
3128	http://www.wikidata.org/entity/Q320417
2638	http://www.wikidata.org/entity/Q2549036
3390	http://www.wikidata.org/entity/Q1968798
1694	http://www.wikidata.org/entity/Q4780597
2835	http://www.wikidata.org/entity/Q1192764
170	http://www.wikidata.org/entity/Q13908
489	http://www.wikidata.org/entity/Q410076
952	http://www.wikidata.org/entity/Q696057
2710	http://www.wikidata.org/entity/Q644554
3048	http://www.wikidata.org/entity/Q2300097
1588	http://www.wikidata.org/entity/Q225260
3714	http://www.wikidata.org/entity/Q478618
1727	http://www.wikidata.org/entity/Q1127424
2257	http://www.wikidata.org/entity/Q337730
1930	http://www.wikidata.org/entity/Q753107
2527	http://www.wikidata.org/entity/Q503343
2450	http://www.wikidata.org/entity/Q1146570
13	http://www.wikidata.org/entity/Q764116
1864	http://www.wikidata.org/entity/Q1677306
2263	http://www.wikidata.org/entity/Q656861
832	http://www.wikidata.org/entity/Q752362
1330	http://www.wikidata.org/entity/Q692275
2467	http://www.wikidata.org/entity/Q6961547
1990	http://www.wikidata.org/entity/Q3709300
829	http://www.wikidata.org/entity/Q956636
2222	http://www.wikidata.org/entity/Q1061079
1698	http://www.wikidata.org/entity/Q3231134
2543	http://www.wikidata.org/entity/Q7532912
861	http://www.wikidata.org/entity/Q2708227
